first_name,middle_name,last_name,label,scopus_id
GARY,,LAZARUS,GARY LAZARUS,
ED,,LAZEAR,"Lazear, Edward P.",6603061257
EDWARD,,LAZEAR,"Lazear, Edward P.",6603061257
ALI,,LAZRAK,"Lazrak, Ali",6701886947
SKANDER,,LAZRAK,"Lazrak, Skander",18133919200
ANH,,LE,"Le, Anh",35849031000
GAELLE,,LE FOL,"Le Fol, Gaëlle",23035648600
MICHAEL,,LEA,"Lea, Michael J.",36904734200
CHRIS,,LEACH,"Leach, J. Chris",7201931710
J,CHRIS,LEACH,"Leach, J. Chris",7201931710
ROBERT,T,LEACH,"Leach, Robert T.",7202523887
SUSAN,,LEADEM,SUSAN LEADEM,
JOHN,,LEAHY,"Leahy, John V.",7102719026
MICHAEL,,LEAHY,"Leahy, Michael P.",8887780900
RICARDO,PC,LEAL,"Leal, Ricardo Pereira Câmara",35875295300
ED,,LEAMER,"Leamer, Edward E.",6603571634
MARK,,LEARY,"Leary, Mark T.",9634519900
MARK,T,LEARY,"Leary, Mark T.",9634519900
R,,LEASE,"Lease, Ronald C.",6602542999
RON,,LEASE,"Lease, Ronald C.",6602542999
BLAKE,,LEBARON,"LeBaron, Blake D.",6701337045
BORIS,,LEBLANC,BORIS LEBLANC,
DOMINIQUE,,LEBLANC,DOMINIQUE LEBLANC,
DAVID,,LEBLANG,"Leblang, David A.",6603719172
AARON,,LEBOVITZ,AARON LEBOVITZ,
DAVID,,LEBOW,"Lebow, David E.",6506798533
SYLVIE,,LECARPENTIER-MOYAL,"Lecarpentier-Moyal, Sylvie",27567879600
RICHARD,LB,LECOMPTE,"LeCompte, Richard L.B.",6602264582
CHRISTELLE,,LECOURT,"Lecourt, Christelle",6507368233
DANIEL,,LEDERMAN,"Lederman, Daniel",7005316261
MARA,,LEDERMAN,"Lederman, Mara",23481993900
PATRICIA,,LEDESMA,PATRICIA LEDESMA,
OLIVIER,,LEDOIT,"Ledoit, Olivier",6603283126
SYLVAIN,,LEDUC,"Leduc, Sylvain",36933675600
JOHN,,LEDYARD,"Ledyard, John O.",6603597166
ALAN,,LEE,"Lee, John Alan",7601458414
ALEX,,LEE,"Lee, Yoon Ho Alex",56394847400
ALLISSA,A,LEE,"Lee, Allissa A.",36188118300
BONG,SOO,LEE,"Lee, BongSoo",55682864000
BONG-SOO,,LEE,"Lee, BongSoo",55682864000
CF,,LEE,"Lee, Cheng few",26643495900
CHALES,M C,LEE,"Lee, Charles M.C.",55682270800
CHANGJUN,,LEE,"Lee, Changjun",56100823500
CHARLES,,LEE,"Lee, Charles M.C.",55682270800
CHARLES,M C,LEE,"Lee, Charles M.C.",55682270800
CHARLES,MC,LEE,"Lee, Charles M.C.",55682270800
CHENG,F,LEE,"Lee, Cheng few",26643495900
CHENG-FEW,,LEE,"Lee, Cheng few",26643495900
CHENGFEW,,LEE,"Lee, Cheng few",26643495900
CHEOLWOO,,LEE,"Lee, Cheolwoo",36717876700
CHIEN-CHIANG,,LEE,"Lee, Chien-Chiang",8601620600
CHUN,I,LEE,"Lee, Chun I.",7410156826
CINDY,,LEE,CINDY LEE,
CLIFFORD,,LEE,CLIFFORD LEE,
D,SCOTT,LEE,"Lee, D. Scott",24073704200
DARREL,,LEE,"Lee, Darrell E.",56133684600
DONG,,LEE,"Lee, Dong-wook",55698947100
DONG,WOOK,LEE,"Lee, Dong-wook",55698947100
DONG-WOOK,,LEE,"Lee, Dong-wook",55698947100
EUGENE,,LEE,EUGENE LEE,
EUN,JUNG,LEE,"Lee, Eunjung",55723745800
GEMMA,,LEE,"Lee, Gemma",35205575900
HAN,,LEE,HAN LEE,
HANGYON,,LEE,"Lee, Hangyong",36708145200
HEI-WAI,,LEE,"Lee, Heiwai",7501482892
HO-SEOK,,LEE,"Lee, Hoseok",24465405300
HSIANG-TAI,,LEE,"Lee, Hsiangtai",12796061600
IN-HYUNG,,LEE,IN-HYUNG LEE,
INMOO,,LEE,"Lee, Inmoo",35219043100
JAEHYUN,,LEE,"Lee, Jaehyun",35491052900
JAI,WOONG,LEE,JAI WOONG LEE,
JASON,,LEE,JASON LEE,
JEVONS,,LEE,"Lee, Chi Wen Jevons",55822766800
JINSOO,,LEE,"Lee, Jinsoo",35113366700
JOHN,B,LEE,"Lee, John Byong Tek",15827891400
JUNSOO,,LEE,"Lee, Junsoo",55690004000
KAUNYOUNG,,LEE,KAUNYOUNG LEE,
KHANG,MIN,LEE,"Lee, Khang Min",7801503692
KIN-WAI,,LEE,"Lee, Kin Wai",27171806800
KISEOP,,LEE,"Lee, Kiseop",55900336700
KUAN,HUI,LEE,"Lee, Kuanhui",25225523100
KUAN-HUI,,LEE,"Lee, Kuanhui",25225523100
KWANGSUCK,,LEE,"Lee, Kwangsuck",57196252539
KYUNGHEE,G,LEE,KYUNGHEE G LEE,
LUNG-FEI,,LEE,"Lee, Lungfei",23138321800
LYOE,,LEE,LYOE LEE,
MANJONG,,LEE,"Lee, Manjong",56143092800
MARK,J,LEE,"Lee, Mark J.",55716847100
MARLENA,,LEE,MARLENA LEE,
MICHELLE,,LEE,"Lee, Michelle P.",55877298008
NEIL,YI-TSUNG,LEE,"Lee, Yitsung",12239232900
PEGGY,,LEE,"Lee, Peggy M.",7406118573
PEGGY,M,LEE,"Lee, Peggy M.",7406118573
PHILSANG,,LEE,PHILSANG LEE,
ROGER,,LEE,"Lee, Roger W.",35113513000
S,,LEE,S LEE,
SAMUEL,,LEE,"Lee, Samuel",36606336800
SANGWOO,,LEE,"Lee, Sangwoo",57191277336
SCOTT,,LEE,"Lee, D. Scott",24073704200
SEOK-YOUNG,,LEE,"Lee, Seok-young",7601399488
SHIH-CHENG,,LEE,"Lee, Shihcheng",22986010700
SOON-JAE,,LEE,"Lee, Soon-jae",36661090400
STUART,,LEE,STUART LEE,
SUNGLYONG,,LEE,"Lee, Sunglyong",24544532300
SUZANNE,S,LEE,"Lee, Suzanne S.",52963874700
TAN,,LEE,TAN LEE,
WAYNE,,LEE,"Lee, Wayne Y.",55498389900
WAYNE,Y,LEE,"Lee, Wayne Y.",55498389900
WINSON,B,LEE,"Lee, Winson B.",7407088922
YAN,,LEE,YAN LEE,
YI-TSUNG,,LEE,"Lee, Yitsung",12239232900
YOONJUNG,,LEE,"Lee, Yoon-jung",55962217200
YOUNG-SOOK,,LEE,"Lee, Young-sook",26663996500
YUL,,LEE,YUL LEE,
YUN-CHI,,LEE,"Lee, Yunchi",57204470316
DENNIS,,LEECH,"Leech, Dennis",7006363412
CHAD,,LEECHOR,"Leechor, Chad",24348014900
ERIC,,LEEPER,"Leeper, Eric M.",57191402449
ERIC,M,LEEPER,"Leeper, Eric M.",57191402449
KIRDAN,,LEES,"Lees, Kirdan",56212701900
ROBERT,,LEESON,"Leeson, Robert",6701451782
CRAIG,E,LEFANOWICZ,"Lefanowicz, Craig E.",6507242972
LARS,,LEFGREN,"Lefgren, Lars J.",6507995936
GAELLE,,LEFOL,"Le Fol, Gaëlle",23035648600
RICHARD,,LEFTWICH,"Leftwich, Richard W.",24369426000
KARYL,,LEGGIO,"Leggio, Karyl B.",8346425000
JEROME,,LEGRAS,JEROME LEGRAS,
PATRICK,,LEGROS,"Legros, Patrick",7004117440
TED,,LEH,TED LEH,
ALFRED,,LEHAR,"Lehar, Alfred",6603464871
REUVEN,,LEHAVY,"Lehavy, Reuven",6507152607
BRUCE,,LEHMAN,"LEHMANN, BRUCE",7102853750
BRUCE,,LEHMANN,"LEHMANN, BRUCE",7102853750
KEN,,LEHN,"Lehn, Kenneth M.",6602710543
KENNETH,,LEHN,"Lehn, Kenneth M.",6602710543
KENNETH,M,LEHN,"Lehn, Kenneth M.",6602710543
MARIA,,LEHNER,"Lehner, Maria",23977994300
ANDREAS,,LEHNERT,"Lehnert, Andreas",11940538200
JOHN,,LEHOCZKY,"Lehoczky, John P.",7005228946
ADAM,,LEI,"Lei, Adam Y.C.",26424702500
ADAM,Y C,LEI,"Lei, Adam Y.C.",26424702500
ADAM,YC,LEI,"Lei, Adam Y.C.",26424702500
QIN,,LEI,"Lei, Qin",8326823900
MICHAEL,,LEIBLEIN,"Leiblein, Michael J.",6603287267
MARTY,,LEIBOWITZ,MARTY LEIBOWITZ,
JOHN,,LEICHTY,JOHN LEICHTY,
LEONARDO,,LEIDERMAN,"Leiderman, Leonardo",6602739606
MICHAELA,,LEIDL,"Leidl, Michaela",55531312100
DANIEL,,LEIGH,"Leigh, Daniel",16028895300
AXEL,,LEIJONHUFVUD,"Leijonhufvud, Axel",6602220203
SARAH,M,LEIN,"Lein, Sarah M.",23486106100
HARRY,,LEINONEN,"Leinonen, Harry",36060996600
DAVID,,LEINWEBER,"Leinweber, David J.",7006418023
MARKUS,,LEIPPOLD,"Leippold, Markus",56385955900
DANNY,,LEIPZIGER,"Leipziger, Danny M.",6602931842
DIETMAR,,LEISON,DIETMAR LEISON,
BORIS,,LEISSNER,BORIS LEISSNER,
TORE,,LEITE,"Leite, Tore E.",6602758924
KAI,,LEITEMO,"Leitemo, Kai",6506604937
YARON,,LEITNER,"Leitner, Yaron",9633240700
ILIAS,,LEKKOS,"Lekkos, Ilias",7801460940
UGUR,,LEL,"Lel, Uǧur",6507865550
HAYNE,,LELAND,"Leland, Hayne E.",7004262527
HAYNE,E,LELAND,"Leland, Hayne E.",7004262527
GEORGE,,LELEDAKIS,"Leledakis, George N.",6507047544
FREDERIC,,LELIEVRE,FREDERIC LELIEVRE,
STAN,,LEMESHOW,STAN LEMESHOW,
NICOLAS,,LEMETTRE,NICOLAS LEMETTRE,
MARK,,LEMLEY,"Lemley, Mark A.",16202937400
JAN,,LEMMEN,"Lemmen, Jan J.G.",6603453250
MICHAEL,,LEMMON,"Lemmon, Michael L.",7103328148
MICHAEL,L,LEMMON,"Lemmon, Michael L.",7103328148
MIKE,,LEMMON,"Lemmon, Michael L.",7103328148
ML,,LEMMON,"Lemmon, Michael L.",7103328148
AL,,LEMON,AL LEMON,
MIKE,,LEMON,"Lemmon, Michael L.",7103328148
RICHARD,,LEMPERT,RICHARD LEMPERT,
RONG,,LENG,RONG LENG,
YVAN,,LENGWILER,"Lengwiler, Yvan",6602516241
PETER,,LENK,"Lenk, Peter J.",7003324568
CLIVE,,LENNOX,"Lennox, Clive S.",14521159700
ROBERT,,LENSINK,"Lensink, Robert",7003701484
MICHELE,,LENZA,"Lenza, Michele",24401475000
ALEXIS,,LEON,"León, Alexis",35210456500
ANGEL,,LEON,"León, Ángel",35488221800
MIGUEL,A,LEON-LEDESMA,"Léon–Ledesma, Miguel A.",6602266185
DAVID,,LEONARD,"Leonard, David C.",7201953948
JONATHAN,,LEONARD,"Leonard, Jonathan S.",7402283068
ANDREW,,LEONE,"Leone, Andrew J.",7102613643
ANDY,,LEONE,"Leone, Andrew J.",7102613643
BOB,,LEONE,"Leone, Robert P.",7006227593
LAETITIA,,LEPETIT,"Lepetit, Lætitia",23479952800
ANDREW,,LEPONE,"Lepone, Andrew",8610902000
GABRIELE,,LEPORI,"Lepori, Gabriele M.",56524461700
MIKKO,,LEPPAMAKI,"Leppämäki, Mikko",24335208800
JOSH,,LERNER,"Lerner, Josh",7101861907
JOSHUA,,LERNER,"Lerner, Josh",7101861907
LINDA,,LERNER,"Lerner, Linda D.",7102975597
FRANCOIS,,LEROUX,FRANCOIS LEROUX,
STEPHEN,,LEROY,"Leroy, Stephen F.",56994505100
STEPHEN,F,LEROY,"Leroy, Stephen F.",56994505100
LUC,,LERUTH,"Leruth, Luc E.",6507248501
DIMA,,LESCHINSKII,DIMA LESCHINSKII,
LAURENCE,,LESCOURRET,"Lescourret, Laurence",36571862300
DIMA,,LESHCHINSKII,"Leshchinskii, Dima",37661836600
PHILLIP,,LESLIE,"Leslie, Phillip",7006582266
DAVID,,LESMOND,"Lesmond, David A.",8438966100
DAVID,A,LESMOND,"Lesmond, David A.",8438966100
DON,,LESSARD,"Lessard, Donald R.",7003699337
BILL,,LESSER,"Lesser, William H.",6603694754
BENJAMIN,,LESTER,"Lester, Benjamin",28167468700
JACOB,,LESTER,JACOB LESTER,
M,,LETTAU,"Lettau, Martin",6603944251
MARTIN,,LETTAU,"Lettau, Martin",6603944251
ANDREAS,,LEUKERT,"Leukert, Andreas",36708133600
MARK,T,LEUNG,"Leung, Mark T.",23489645300
TIM,,LEUNG,"Leung, Tim Siu Tang",26656858800
CHRISTIAN,,LEUTZ,"Leuz, Christian",6602397487
CHRISTIAN,,LEUZ,"Leuz, Christian",6602397487
BARUCH,,LEV,"Baruch, Lev",6603706533
GAD,,LEVANON,"Levanon, Gad",16310206200
M,,LEVASSEUR,"Levasseur, Michel",7005617140
MICHEL,,LEVASSEUR,"Levasseur, Michel",7005617140
ANDREI,,LEVCHENKO,"Levchenko, Andrei A.",35960015300
ANDREI,A,LEVCHENKO,"Levchenko, Andrei A.",35960015300
DMITRIY,,LEVCHENKOV,"Levchenkov, Dmitriy",22938103500
ANDREW,,LEVENTIS,ANDREW LEVENTIS,
J,TYLER,LEVERTY,"Leverty, J. Tyler",31367529100
TY,,LEVERTY,"Leverty, J. Tyler",31367529100
TERRY,,LEVESQUES,"Levesque, Terrence J.",6602997644
RETSEF,,LEVI,"Levi, Retsef",7103131693
RICHARD,,LEVICH,"Levich, Richard M.",6507310217
BENNY,,LEVIKSON,"Levikson, Benny",6602441954
ALEX,,LEVIN,"Levin, Alexander",7403194671
ANDREW,,LEVIN,"Levin, Andrew T.",7403194326
ANDY,,LEVIN,"Levin, Andrew T.",7403194326
DAN,,LEVIN,DAN LEVIN,
JON,,LEVIN,"Levin, Jonathan",7403284465
JONATHAN,,LEVIN,"Levin, Jonathan",7403284465
JOSEPH,,LEVIN,JOSEPH LEVIN,
IRINA,,LEVINA,"Levina, Irina A.",57195553610
D,,LEVINE,"Levine, David K.",7403166005
DAVID,,LEVINE,"Levine, David K.",7403166005
DAVID,K,LEVINE,"Levine, David K.",7403166005
PAUL,,LEVINE,PAUL LEVINE,
R,,LEVINE,"Levine, Ross L.",23080621700
ROSS,,LEVINE,"Levine, Ross L.",23080621700
MARIO,,LEVIS,"Levis, Mario",7004067568
DORON,,LEVIT,"Levit, Doron",51061370300
STEVEN,,LEVITT,"Levitt, Steven D.",7103342438
ALEXEY,,LEVKOV,"Levkov, Alexey",36504471000
SAUL,,LEVMORE,"Levmore, Saul",6603830301
M,,LEVONIAN,"Levonian, Mark E.",24356237400
MARK,,LEVONIAN,"Levonian, Mark E.",24356237400
AINO,,LEVONMAA,AINO LEVONMAA,
AMNON,,LEVY,"Levy, Amnon",57199280201
DANIEL,,LEVY,"Levy, Daniel",55180991900
DAVID,,LEVY,DAVID LEVY,
HAGIT,,LEVY,"Levy, Hagit",57191021774
HAIM,,LEVY,"Levy, Haim",7201665687
MARK,,LEVY,MARK LEVY,
MOSHE,,LEVY,"Levy, Moshe",55687298500
ORI,,LEVY,"Levy, Ori",7004929092
SHIKI,,LEVY,SHIKI LEVY,
YOAV,,LEVY,YOAV LEVY,
EDUARDO,,LEVY YEYATI,"Levy Yeyati, Eduardo",6508167439
EDUARDO,,LEVY-YEYATI,"Levy Yeyati, Eduardo",6508167439
A,,LEWBEL,"Lewbel, Arthur",6602829966
BILL,,LEWELLEN,BILL LEWELLEN,
JOHNATHAN,,LEWELLEN,"Lewellen, Jonathan",7004065954
JON,,LEWELLEN,"Lewellen, Jonathan",7004065954
JONATHAN,,LEWELLEN,"Lewellen, Jonathan",7004065954
KATHARINA,,LEWELLEN,"Lewellen, Katharina A.",6504268956
WILBUR,G,LEWELLEN,"Lewellen, Wilbur G.",7003341044
ALAN,,LEWIS,"Lewis, Alan L.",7403488322
C,,LEWIS,"Lewis, Craig M.",35421710800
CHRISTOPHER,M,LEWIS,"Lewis, Christopher M.",55465345100
CRAIG,,LEWIS,"Lewis, Craig M.",35421710800
CRAIG,M,LEWIS,"Lewis, Craig M.",35421710800
DANIELLE,,LEWIS,"Lewis, Danielle",56325156800
HERBERT,F,LEWIS,"Lewis, Herbert F.",8060599800
JOHN,,LEWIS,JOHN LEWIS,
KAREN,,LEWIS,"Lewis, Karen K.",7201596918
KEITH,,LEWIS,KEITH LEWIS,
MARYBETH,,LEWIS,MARYBETH LEWIS,
MELISSA,F,LEWIS,"Lewis, Melissa F.",23969099800
TRACY,,LEWIS,"Lewis, Tracy R.",7403138253
STEPHEN,,LEYBOURNE,"Leybourne, Stephen James",7003890403
BIN,,LI,"Li, Bin",57051644200
BINGGUANG,,LI,"Li, Bingguang",15849011600
C,WEI,LI,"Li, C. Wei",55627549200
DAN,,LI,"Li, Dan",36606414100
DAVID,D,LI,"Li, David Daokui",7405324008
DI,,LI,"Li, Di",55669914400
DONGHUI,,LI,"Li, Donghui",25928338900
DONGMEI,,LI,"Li, Dongmei",36504322100
ERICA,,LI,"Li, Erica X.N.",56301379400
ERICA,X N,LI,"Li, Erica X.N.",56301379400
FEIFEI,,LI,"Li, Feifei",35205470200
FENG,,LI,"Li, Feng",36642480400
GENG,,LI,"Li, Geng",55917332000
GEORGE,,LI,"Li, George Z.",7407051536
GEORGE,Z,LI,"Li, George Z.",7407051536
HAITAO,,LI,"Li, Haitao",57195455693
HANG,,LI,"Li, Hang",37085823200
HONBIN,,LI,HONBIN LI,
HONG,,LI,HONG LI,
HUI,,LI,"Li, Hui",35933414300
JIANJUN,,LI,JIANJUN LI,
JING,,LI,"Li, Jing",55872333600
JINGYANG,,LI,JINGYANG LI,
JOANNE,,LI,"Li, Joanne",55859361000
JUNYE,,LI,"Li, Junye",36625578300
KAI,,LI,"Li, Kai",57191247578
KAN,,LI,"Li, Kan",55488070400
LAURA,,LI,"Li, Laura Yue",14045295100
LIANG,,LI,LIANG LI,
MINGSHENG,,LI,"Li, Mingsheng",25650063500
MINQIANG,,LI,"Li, Minqiang",7405265132
NAN,,LI,"Li, Nan",56037328500
OLIVER,,LI,"Li, Oliver Zhen",8904992700
OLIVER,ZHEN,LI,"Li, Oliver Zhen",8904992700
QI,,LI,QI LI,
QIANG,,LI,QIANG LI,
QING,,LI,QING LI,
RAYMOND,,LI,RAYMOND LI,
RUOSHAN,,LI,RUOSHAN LI,
SI,,LI,"Li, Si",24471845800
STEVEN,,LI,"Li, Steven",22958340500
TAO,,LI,TAO LI,
TIEMEI,,LI,"Li, Tiemei",55985042000
VICTOR,E,LI,"Li, Victor E.",7202621812
WEI,,LI,"Li, C. Wei",55627549200
WEIPING,,LI,"Li, Weiping",57203332209
WENDY,,LI,WENDY LI,
WENLI,,LI,"Li, Wenli",56113728300
WENQING,,LI,"Li, Wenqing",56194251400
XI,,LI,"Li, Xi",7501714452
XIAFEI,,LI,"Li, Xiafei",23984952000
XIANGMING,,LI,"Li, Xiangming",24331860300
XIAO-MING,,LI,"Li, Xiaoming",56080560000
XIAOFEI,,LI,"Li, Xiaofei",55870168000
XUENAN,,LI,XUENAN LI,
Y,,LI,"Li, Yuying",12775366200
YANG,,LI,YANG LI,
YINGHUA,,LI,"Li, Yinghua",12804314300
YITING,,LI,"Li, Yiting",7502081330
YUAN,,LI,"Li, Yuan",36450978400
YUMING,,LI,"Li, Yuming",7502084844
YUN,,LI,YUN LI,
YUYING,,LI,"Li, Yuying",12775366200
ZHI,,LI,"Li, Zhi",56075452700
ZHIKUN,,LI,ZHIKUN LI,
ZHONGFEI,,LI,"Li, Zhongfei",55707017900
IANA,,LIADZE,"Liadze, Iana",24504424800
BING,,LIANG,"Liang, Bing",8593100600
NELLIE,,LIANG,"Liang, Nellie",7006605235
PIERRE,,LIANG,"Liang, Pierre Jinghong",7203035257
SHIH,JERN,LIANG,SHIH JERN LIANG,
CHIEN-CHANG,,LIAO,"Liao, Chienchang",36716476100
HSIEN-HSING,,LIAO,"Liao, Hsien Hsing",23103489500
KENDALL,,LIAO,KENDALL LIAO,
ROSE,,LIAO,"Liao, Rose C.",54907786300
TSAI-LING,,LIAO,"Liao, Tsailing",55577042200
TUNG,LIANG,LIAO,"Liao, Tungliang",8250256600
XIAODONG,,LIAO,XIAODONG LIAO,
GWOHORNG,,LIAW,"Liaw, Gwohorng",7004548646
BOB,,LIBBY,"Libby, Robert",7006498297
THERESA,,LIBBY,"Libby, Theresa",6507243425
JOSE,,LIBERTI,"Liberti, José María",35068146400
JOSE,M,LIBERTI,"Liberti, José María",35068146400
JOSE,MARIA,LIBERTI,"Liberti, José María",35068146400
MARCO,,LICALZI,"LiCalzi, Marco",6603262713
AMIR,,LICHT,"Licht, Amir N.",8847066300
AMIR,N,LICHT,"Licht, Amir N.",8847066300
GEORG,,LICHT,"Licht, Georg",6506109635
PAUL,,LICHTENSTEIN,"Lichtenstein, Paul",7005398112
WENDELL,,LICON,WENDELL LICON,
GERALDO,,LICONDRO,GERALDO LICONDRO,
ERIC,,LIE,"Lie, Erik",7004135659
ERIK,,LIE,"Lie, Erik",7004135659
HEIDI,,LIE,"Lie, Heidi J.",7006986383
ANDRE,,LIEBENBERG,"Liebenberg, André P.",24481701900
IVONNE,,LIEBENBERG,"Liebenberg, Ivonne A.",35764730400
MARVIN,,LIEBERMAN,"Lieberman, Marvin B.",7202657901
JULIA,PORTER,LIEBESKIND,"Liebeskind, Julia Porter",7005741503
THILO,,LIEBIG,"Liebig, Thilo",15837117700
ROBERT,J,LIEBLER,"Liebler, Robert J.",6602815499
DON,,LIEN,"Lien, Da Hsiang Donald",7006094582
DONALD,,LIEN,"Lien, Da Hsiang Donald",7006094582
FRANK,,LIERMAN,"Lierman, Frank",56312144600
ROMAN,,LIESENFELD,"Liesenfeld, Roman",6603606826
JIMMY,,LIEW,"Liew, Jimmy",7006055369
JOHN,,LIEW,"Liew, John M.",7006055370
JAY,,LIGHT,JAY LIGHT,
LOIS,,LIGHTFOOT,"Lightfoot, Lois E.",6603175348
MARCO,,LIGIOS,MARCO LIGIOS,
JAMES,,LIGON,"Ligon, James Allen",7007084060
JAMES,A,LIGON,"Ligon, James Allen",7007084060
JENNY,,LIGTHART,"Ligthart, Jenny E.",7004015851
PETER,,LILDHOLDT,"Lildholdt, Peter M.",8399389700
STEVE,,LILIEN,"Lilien, Steven B.",6507303411
EVA,,LILJEBLOM,"Liljeblom, Eva",6507636034
CHARLES,,LILLIS,"Lillis, Charles M.",24791295000
BRYAN,Y,LIM,"Lim, Bryan Y.",36170572800
CHAN-WOO,,LIM,"Lim, Chanwoo",15825545000
CHEE,YEOW,LIM,"Lim, Chee Yeow",7403654533
FELIX,,LIM,"Lim, Felix",7006112653
GUAN,HUA,LIM,"Lim, Guanhua",7101939915
HYOUNG-SEOK,,LIM,"Lim, Hyoung-seok",55566755400
KIAN,GUAN,LIM,"Lim, Kian Guan",54885034600
KIAN-GUAN,,LIM,"Lim, Kian Guan",54885034600
KYUNG-MOOK,,LIM,"Lim, Kyung-mook",55824661600
SEONGYEON,,LIM,"Lim, Sonya Seongyeon",36793511000
SONYA,,LIM,"Lim, Sonya Seongyeon",36793511000
SONYA,SEONGYEON,LIM,"Lim, Sonya Seongyeon",36793511000
STEVE,,LIM,"Lim, Steve C.",26663293400
TERENCE,,LIM,"Lim, Terence",7401710898
YOUNGDEOK,,LIM,"Lim, Youngdeok",36473660000
ARTHUR,,LIMERE,"Limère, Arthur",8834202600
ROBIN,,LIMMACK,"Limmack, Robin J.",6506419857
PIMAN,,LIMPAPHAYOM,"Limpaphayom, Piman",6602591381
PAISAN,,LIMRATANAMONGKOL,PAISAN LIMRATANAMONGKOL,
BING-HUEI,,LIN,"Lin, Bing-Huei",56001534500
CHEN,,LIN,"Lin, Chen",25630694300
CHEN-MIAO,,LIN,"Lin, Chenmiao",36172509600
CHIEN-FU,,LIN,"Lin, Chien Fu Jeff",37099286100
CHIEN-TING,,LIN,"Lin, Chienting",42961753200
DING-FA,,LIN,DING-FA LIN,
HAI,,LIN,"Lin, Hai",55855455900
HSIN-YI,,LIN,"Lin, Hsinyi",56128899000
HSIOU-WEI,,LIN,"William Lin, Hsiou Wei",55604548800
HSIOUWEI,,LIN,"William Lin, Hsiou Wei",55604548800
HUIDAN,,LIN,"Lin, Huidan",55500775800
J,BARRY,LIN,"Lin, J. Barry",15923068300
JAMES,WUH,LIN,"Lin, James Wuh",8715002000
JI-CHAI,,LIN,"LIN, JI CHAI",7501721119
JUNG-CHU,,LIN,"Lin, Jungchu",35096492000
JUSTIN YIFU,,LIN,"Lin, Justin Yifu",7501720743
LAURA,,LIN,"Lin, Laura",8944696800
LEN,,LIN,LEN LIN,
LI,,LIN,LI LIN,
LIJUN,,LIN,LIJUN LIN,
PING,,LIN,"Lin, Ping",7403225546
SHIH-CHIEH,,LIN,"Lin, Shihchieh",55741906900
TSE-CHUN,,LIN,"Lin, Tsechun",55293326500
WEN,LING,LIN,WEN LING LIN,
WEN-CHANG,,LIN,"Lin, Wenchang",54883487400
WEN-LING,,LIN,WEN LING LIN,
X,SHELDON,LIN,"Lin, X. Sheldon",35307443800
XIAOCHI,,LIN,"Lin, Xiaochi",23389610400
XIAOJI,,LIN,"Lin, Xiaoji",55571491200
XUEWEN,,LIN,"Liu, Xuewen",43961231000
YUEH-HSIANG,,LIN,"Lin, Yuehhsiang",9044743800
YUEH-NENG,,LIN,"Lin, Yuehneng",22958481600
JOSE,M,LINARES-ZEGARRA,"Liñares-Zegarra, José Manuel",38662984300
JAMES,,LINCK,"Linck, James S.",6603120378
JAMES,S,LINCK,"Linck, James S.",6603120378
JIM,,LINCK,"Linck, James S.",6603120378
BRYAN,,LINCOLN,BRYAN LINCOLN,
FRED,,LINDAHL,"Lindahl, Frederick W.",7003738970
ASSAR,,LINDBECK,"Lindbeck, Assar",7004056211
TED,,LINDBLOM,"Lindblom, Ted",6602817996
J,,LINDE,"Lindé, Jesper",55947063400
JESPER,,LINDE,"Lindé, Jesper",55947063400
PETER,,LINDERT,"Lindert, Peter H.",6602902778
RAGNAR,,LINDGREN,RAGNAR LINDGREN,
JAMES,T,LINDLEY,"Lindley, James T.",7006251265
DEB,,LINDNER,DEB LINDNER,
KJERSTI-GRO,,LINDQUIST,"Lindquist, Kjersti Gro",56256970200
LAURA,,LINDSAY,"Lindsey, Laura A.",23990983400
RICHARD,,LINDSAY,RICHARD LINDSAY,
SNORRE,,LINDSET,"Lindset, Snorre",55935921600
DAVID,,LINDSEY,"Lindsey, David E.",13405444400
LAURA,,LINDSEY,"Lindsey, Laura A.",23990983400
RICHARD,,LINDSEY,RICHARD LINDSEY,
TOMAS,,LINDSTROM,"Lindström, Tomas",55409970500
VADIM,,LINETSKY,"Linetsky, Vadim Ya",6602736648
DAVID,,LING,"Brooks, Robert D.",56998877700
DAVID,C,LING,"Ling, David",7101774208
MANUEL,,LINGO,"Lingo, Manuel",36196835900
SCOTT,,LINN,"Linn, Scott C.",7102590187
SCOTT,C,LINN,"Linn, Scott C.",7102590187
JUHANI,,LINNAINMAA,"Linnainmaa, Juhani T.",36195904200
JUHANI,T,LINNAINMAA,"Linnainmaa, Juhani T.",36195904200
JUHANI,,LINNANMAA,"Linnainmaa, Juhani T.",36195904200
IAN,,LINNELL,"Linnell, Ian",57194463421
LUDGER,,LINNEMANN,"Linnemann, Ludger",6602226421
ISMO,,LINNOSMAA,"Linnosmaa, Ismo Erkki",6505999248
KARL,,LINS,"Lins, Karl V.",6603502072
KARL,V,LINS,"Lins, Karl V.",6603502072
TERRI,,LINS,TERRI LINS,
OLIVER,,LINTON,"Linton, Oliver B.",7005640498
TOBIAS,,LINZERT,"Linzert, Tobias",6505901383
MANOLIS,,LIODAKIS,"Liodakis, Manolis",6506548231
RICHARD,,LION,RICHARD LION,
ABRAHAM,,LIOUI,"Lioui, Abraham",6601995570
ROBERT,,LIPE,"Lipe, Robert C.",16413452100
ANNA,,LIPINSKA,"Lipińska, Anna",54412675800
MICHAEL,,LIPKIN,"Lipkin, Michael D.",36866319300
